10.015553	8.290042
9.019494	8.992589
10.352942	10.120939
9.091175	7.598351
10.876127	10.744685
9.314885	9.776141
9.332762	8.908528
10.303100	9.907138
8.839376	7.445026
8.464850	7.355804
8.338053	8.176125
9.198420	9.123466
7.515888	6.226176
10.112655	9.600667
10.899504	11.219015
9.967119	9.828531
6.578110	7.123938
8.351246	6.582902
8.340179	8.957189
8.376663	9.863682
9.970095	7.884950
8.710997	9.671132
8.358029	10.229686
9.977306	10.155882
8.052837	7.352809
8.403628	7.032327
8.415018	8.386219
6.822557	7.098291
6.982740	8.303513
8.917166	7.640949
9.757622	9.124148
9.289680	8.419453
7.636020	8.640721
8.028745	9.101484
9.362324	9.264154
9.857411	8.827869
9.899860	10.621073
8.161713	7.328974
9.390585	10.642068
8.812220	8.330469
8.993025	9.905619
8.442978	9.616064
6.784832	5.155602
9.225823	8.376046
9.594195	10.487790
7.755723	7.398106
8.202744	8.352087
8.670307	8.340868
9.841339	10.897428
9.656879	10.840933
8.947164	9.150397
9.963705	11.019070
9.525811	9.330795
8.391765	10.047219
10.042626	6.923456
8.302177	9.143252
9.044543	7.763512
8.931090	8.691024
10.240260	9.049592
8.037785	9.882510
8.353333	6.771862
9.464105	8.737017
7.817987	8.086760
8.441047	7.913373
8.204435	8.064661
10.174665	9.107272
10.414364	9.103194
9.405428	7.859542
8.333075	7.741012
10.617373	8.781877
7.743201	7.528796
8.045366	10.426060
8.383016	8.474835
9.115869	10.133612
8.830413	8.995925
9.618574	8.771165
7.615840	7.331940
9.874150	10.561262
10.231299	11.278158
9.460292	11.692745
6.921196	4.228807
9.088892	8.329384
9.374563	9.165869
8.971059	10.025950
7.899809	9.539058
8.592507	8.080005
7.388189	7.968653
8.203660	10.914764
9.573545	10.444913
8.386712	8.672295
9.834835	9.040631
7.332601	8.456658
8.605272	7.476499
7.567556	9.379236
9.477659	8.369428
8.054319	7.899986
9.222001	8.641247
10.667716	10.941764
8.383165	8.526058
8.324871	6.353026
6.703478	8.724046
8.556437	9.059008
9.728862	10.403368
9.150164	9.213901
8.105435	6.610350
9.143005	9.737225
7.794913	7.059795
9.706801	11.053632
8.548850	8.741669
8.869176	8.799518
7.511205	8.891188
8.386749	9.121561
9.582038	8.280302
8.479894	7.249368
8.953194	7.573121
9.383604	9.007291
10.233009	8.734735
7.867752	9.246228
9.571322	8.484789
8.843306	10.510556
8.396586	6.758683
9.313680	7.950375
10.389395	10.348645
8.450676	8.173953
8.021715	8.487115
8.850334	7.509037
9.026849	8.338690
8.982574	8.465772
9.015534	9.187606
8.515226	8.696559
10.044131	10.705682
8.791626	6.386659
9.103265	7.979949
9.495171	10.498941
8.868350	9.092714
9.687615	10.448606
8.409730	8.178562
7.648216	5.648161
8.329930	7.940951
8.102126	9.329476
9.268196	8.221750
8.326568	7.231153
8.289239	7.380768
9.241855	9.416929
10.032122	10.667653
7.506693	6.999027
9.065380	7.937461
8.185974	7.525110
7.756751	8.131097
8.289844	6.189849
9.265366	10.783669
10.103822	8.603266
7.538192	7.281061
9.158229	9.651547
9.845063	9.619723
10.371249	11.019635
9.969533	10.814800
7.381861	7.851941
10.224972	11.474413
8.889727	10.070935
10.197020	9.118014
7.607167	6.538732
7.667984	6.499779
8.214730	10.808215
10.204133	8.923360
9.667021	9.951750
8.293785	7.887088
10.746124	10.730735
8.252560	8.850725
8.517534	9.254100
8.118273	9.681757
7.339826	8.299172
9.752259	11.732557
10.576591	10.905082
10.607764	9.822785
10.707729	10.663820
8.739308	9.084582
6.926462	8.332316
9.304083	8.735316
9.586286	8.930635
8.922783	10.484368
9.790934	9.211769
8.488036	8.330995
10.182983	10.215654
6.571411	6.809513
7.248139	8.191534
9.403275	10.564400
11.022503	11.896420
10.801060	10.835218
8.417308	9.429793
9.983533	10.412593
9.236972	8.474994
9.385830	11.199366
9.288221	8.246812
9.583068	8.777021
9.079447	8.191266
7.876645	7.331821
8.723798	8.358973
8.131213	7.429558
9.157846	8.961462
7.795870	6.194159
8.987989	8.448886
9.617801	11.250917
9.727938	10.466662
9.613111	9.503967
6.961722	7.291390
8.926363	9.471925
9.547055	8.052565
7.169843	6.914877
8.748829	8.877774
9.642840	10.395576
9.584764	8.296500
10.844977	12.892063
9.836900	10.893318
9.414793	8.537567
9.330296	7.545263
8.653208	9.237046
9.449974	8.918210
9.592026	10.056907
10.216797	11.667182
9.261016	9.379133
9.587988	10.584698
8.305382	7.531015
8.319046	9.173435
10.349036	10.577891
9.783125	9.451855
9.381208	8.561908
10.396958	11.139143
9.519873	8.756538
8.344839	5.995380
7.706888	7.640125
9.562934	9.340353
9.296883	11.017970
8.165273	7.288824
8.459131	8.210181
9.678473	9.356884
8.991763	7.095909
7.444060	8.398555
9.139843	7.622558
8.756454	11.097089
10.422896	9.530470
8.115563	8.268090
10.219885	10.026222
8.416361	9.442391
9.028203	8.466618
8.280583	7.269131
8.405673	7.447010
8.947138	9.122881
8.181010	9.924889
8.032375	9.381171
9.084583	11.199689
7.494818	6.780959
7.848742	7.840601
9.401739	13.511710
7.847840	9.886680
8.653122	8.798684
9.000775	9.186512
7.997456	10.448303
11.221830	11.926451
8.553993	7.518997
7.660851	7.108926
8.501952	7.637370
10.165348	9.018198
7.956200	7.569534
9.012741	7.077513
9.034649	8.632470
10.017593	9.744164
9.685291	9.996863
8.658264	9.440241
9.324833	8.876149
8.157471	8.312480
7.636462	7.595198
9.409059	8.058081
8.849372	8.395921
7.574533	7.539798
9.117112	9.577465
10.232987	9.736142
7.920224	9.679407
8.527940	6.890990
9.549521	9.153996
9.067030	7.106619
8.200346	9.035762
10.679098	11.209694
9.272174	9.081247
9.430516	10.786266
9.374325	8.022225
10.065031	10.801704
7.800119	7.631632
9.055863	9.855532
10.023223	10.631372
10.316528	11.933458
6.727852	6.946102
8.758836	8.989109
8.785691	8.967175
8.773137	11.091260
10.643811	11.037411
9.022757	9.916392
10.384778	10.254631
7.853308	6.990198
7.989265	8.850279
10.574120	10.968841
9.390900	10.376466
9.748333	8.337990
9.831474	11.204170
8.811870	8.843162
8.579200	7.850626
8.492420	8.152926
8.044821	8.485120
8.789119	8.743538
8.681121	9.692305
8.229904	9.542215
7.300494	7.234785
9.154157	9.253802
9.530486	8.922985
8.763824	8.507149
8.438606	5.435196
7.676510	6.850442
8.362904	8.103074
9.484903	8.398186
9.837592	10.527174
10.753717	12.450271
8.922244	8.540803
8.511833	10.431604
8.055042	7.869218
9.388225	8.810623
8.020281	8.792796
9.994923	11.327033
8.432511	9.493204
8.864385	8.679514
9.807182	9.467510
9.282480	10.823440
8.468582	9.072976
10.628843	11.264364
9.581932	9.668595
7.998951	8.642015
8.201111	9.134737
8.011511	8.709492
7.007094	5.596533
8.664289	10.163013
8.900363	9.556969
8.834997	9.344731
10.061768	10.391012
6.269021	5.095772
7.519410	7.754972
9.217168	8.911681
11.392983	11.663585
11.167358	12.099089
8.398715	7.585351
9.337768	9.487859
9.382998	10.041369
9.656746	9.908571
9.721847	7.895035
8.031790	8.548008
10.598246	8.541117
8.288894	7.933103
8.722112	7.403584
8.640963	8.264993
9.332695	8.379656
9.851074	9.562725
9.013867	8.935327
9.276302	6.674893
9.333120	9.386277
7.955422	9.212331
7.076804	7.887351
10.512168	9.154221
8.428826	9.878728
6.783701	8.969760
8.998182	8.324913
9.576004	10.379002
9.236934	8.918589
9.124644	8.416666
8.615824	7.882639
8.720709	7.955366
9.221996	8.040623
9.399164	8.852141
9.955262	10.859906
9.529281	10.156322
9.173886	10.228221
9.027691	8.766478
7.831324	8.822198
9.160290	9.526335
9.332268	9.005199
9.149699	10.027337
8.296792	8.467422
9.172062	9.335185
10.068378	11.917900
9.012463	9.103675
9.963257	10.498689
10.167283	9.125763
10.973941	11.254134
8.005657	7.785579
8.442401	9.775505
8.070164	8.885816
8.994236	10.076236
8.632086	9.504988
8.929204	10.046969
9.704086	10.050516
10.681116	9.674939
11.058490	11.403584
7.863799	6.523406
8.484834	7.650225
8.374242	8.600775
10.012140	10.182147
8.751282	8.787436
9.564614	8.499449
10.917177	11.218964
8.289164	9.361117
10.074545	10.168456
8.955672	9.945975
8.425852	8.258076
8.694862	7.308485
8.345252	7.841589
8.855240	7.951019
7.276131	8.191605
8.940498	9.263363
8.657309	8.563998
9.481217	8.148939
8.308906	9.994505
6.374362	6.157351
8.750332	8.634815
9.118191	10.331176
10.130374	10.851624
8.503674	9.664028
9.668154	9.886693
10.564162	10.117097
9.114520	9.037853
6.929113	6.092458
10.389864	8.631290
8.520991	8.945717
8.736829	7.730910
8.941619	8.236877
8.994235	9.875565
10.230580	10.150432
8.360211	8.211064
8.453538	8.634736
8.272021	7.580655
8.942134	9.598562
11.339619	11.920103
7.905268	7.445684
9.112079	8.780622
8.579078	8.459267
10.946000	11.233995
9.783620	8.719841
8.032698	8.776586
